team_uri,team_name,stadium,founded
http://dbpedia.org/resource/2001–02_Leicester_City_F.C._season,2001–02 Leicester City F.C. season,http://dbpedia.org/resource/Filbert_Street,Unknown
http://dbpedia.org/resource/2001–02_Liverpool_F.C._season,2001–02 Liverpool F.C. season,Unknown,Unknown
http://dbpedia.org/resource/2001–02_Newcastle_United_F.C._season,2001–02 Newcastle United F.C. season,http://dbpedia.org/resource/St_James'_Park,Unknown
http://dbpedia.org/resource/2001–02_Southampton_F.C._season,2001–02 Southampton F.C. season,http://dbpedia.org/resource/St_Mary's_Stadium,Unknown
http://dbpedia.org/resource/2001–02_Sunderland_A.F.C._season,2001–02 Sunderland A.F.C. season,http://dbpedia.org/resource/Stadium_of_Light,Unknown
http://dbpedia.org/resource/2001–02_Tottenham_Hotspur_F.C._season,2001–02 Tottenham Hotspur F.C. season,http://dbpedia.org/resource/White_Hart_Lane,Unknown
http://dbpedia.org/resource/2001–02_West_Ham_United_F.C._season,2001–02 West Ham United F.C. season,http://dbpedia.org/resource/Boleyn_Ground,Unknown
http://dbpedia.org/resource/2002–03_Arsenal_F.C._season,2002–03 Arsenal F.C. season,http://dbpedia.org/resource/Arsenal_Stadium,Unknown
http://dbpedia.org/resource/2002–03_Aston_Villa_F.C._season,2002–03 Aston Villa F.C. season,Unknown,Unknown
http://dbpedia.org/resource/2002–03_Blackburn_Rovers_F.C._season,2002–03 Blackburn Rovers F.C. season,Unknown,Unknown
